player_name,team,pick,pid,pts,ast,stl,blk,treb,Ortg,drtg,year,ht,elevation (m),drafted
Antoine Childs,Western Carolina,NA,4364,0.6667,0.3333,0,0,0,207.4,113.636,2010,6.6,640,0
Mike Ringgold,Rider,NA,3402,11.2424,2.1515,0.9091,0.8788,6.9697,93.9,103.642,2010,6.7,25,0
Patrick Harding,Bryant,NA,66044,4.7188,1.5625,0.4062,0.3125,8.75,110.8,93.111,2020,6.9,120,0
Moses Wright,Georgia Tech,NA,51451,6.7,0.7667,0.4333,0.6333,3.7667,90,96.8443,2019,6.9,283,0
Tim Huskisson,Northern Colorado,NA,22372,10.6897,1.2414,0.931,0.4138,4,120.8,111.257,2015,6.5,1457,0
Keyshawn Embery-Simpson,Arkansas,NA,66611,4.0909,0.6364,0.7273,0.0606,1.1515,89.9,103.265,2019,6.3,437,0
Rashawn Browne,New Mexico St.,NA,42652,2.1562,1.0312,0.25,0.0312,1.25,86.9,96.9009,2016,6.1,1203,0
Deshone McClure,Central Arkansas,NA,27756,5.5185,2.2963,0.963,0.3333,1.7407,101.2,108.812,2013,6.3,101,0
Francisco Santiago,Youngstown St.,NA,39794,9.2667,4.2667,1.2333,0.2667,4.1333,91.5,113.863,2016,6.1,286,0
Kalin Lucas,Michigan St.,NA,3793,14.7105,4.6316,1.0263,0.1579,2.1053,111.4,100.042,2009,6.1,263,0
Matt Harris,UMass Lowell,NA,35417,8.8462,0.7692,0.6538,0.0769,1.8077,103.6,104.741,2015,6.1,32,0
Jacob Orender,Lafayette,NA,43213,0.25,0.0833,0,0,0.0833,35.4,119.163,2016,6.0,11,0
Nathan Taphorn,Northwestern,NA,31846,2.5,0.3077,0.2308,0.0385,1,72.6,103.213,2014,6.7,180,0
Michael Taylor,Montana,NA,8967,3.8889,1,0.2222,0.0741,1.0741,108.5,108.195,2009,6.4,982,0
Gabe Levin,Loyola Marymount,NA,43118,11.1034,0.8966,0.6897,1.1724,7.1034,101.6,108.801,2014,6.7,43,0
Ty Proffitt,Morehead St.,NA,474,9.7333,1.9333,0.7,0,2.3667,108,106.363,2012,6.4,304,0
Darius James,Old Dominion,NA,2953,7.0303,3.1515,0.6364,0.0303,2.1818,105.2,102.575,2011,6.1,4,0
Roosevelt Johnson,Southeastern Louisiana,NA,12275,2.125,0.125,0.375,0.25,1.5625,70.3,96.0762,2010,6.6,13,0
Josh Young,Drake,NA,3810,14.4062,2.6875,1.0312,0.0312,3.9375,109,108.775,2010,6.1,288,0
Jordan Stoermer,Iowa,NA,15798,1.6842,0.4737,0.3158,0.0526,0.7895,110.4,100.99,2011,6.2,219,0
Tyler Les,UC Davis,NA,16923,5.129,1.6129,0.4516,0,1.5484,121.3,112.098,2013,6.2,52,0
Chris Burgess,Appalachian St.,NA,25856,8.9655,2.8966,0.4138,0,2.4483,103.9,109.46,2015,5.8,1016,0
James Washington,American,NA,39328,6.3871,1.0645,0.7419,0.0645,1.6774,78.8,107.267,2016,6.1,114,0
Alex Reese,Alabama,NA,51362,5.3939,0.6061,0.4848,0.4848,3.0909,103.2,93.7202,2021,6.9,67,0
Dominik Olejniczak,Mississippi,NA,44628,5.303,0.697,0.5152,0.9091,2.9697,110.3,102.136,2019,7.0,155,0
Collin Johnson,Coppin St.,NA,15251,1.4444,0.2222,0.2778,0,1,100.8,106.467,2011,6.4,10,0
Jubrile Belo,Montana St.,NA,71730,13.0968,0.6774,0.5161,1.1935,6.3871,112.1,97.7954,2020,6.9,1498,0
Stefon Fisher,Stephen F. Austin,NA,51512,2.5455,0.3636,0.0909,0.1818,1.1818,91.7,98.8484,2018,6.9,96,0
Ramon Harris,Kentucky,NA,1225,5.4516,1.5806,0.7097,0.2903,3.8387,97.4,96.5105,2009,6.7,307,0
Isaac Hippolyte,Coastal Carolina,NA,67831,1.0769,0.4615,0.1538,0.1538,1.5385,93.2,99.6148,2021,6.7,15,0
Philip Whittington,Kent St.,NA,52013,11.1212,0.4545,0.1818,1.2424,8.1212,112.3,103.591,2019,6.8,349,0
Noel Johnson,Auburn,NA,23478,4.8438,0.4688,0.375,0.2188,2,88.4,106.258,2013,6.6,201,0
Destin Whitaker,Fresno St.,NA,72753,1.6923,0.0769,0,0,0.3846,87.3,110.608,2021,6.5,104,0
Brailen Neely,Oakland,NA,46397,3.9583,5.5417,1.125,0.0833,1.8333,105.4,105.899,2018,5.9,286,0
Tyler McNeely,UNC Greensboro,NA,18494,0,0,0,0,0.5,16,107.726,2013,6.4,247,0
Reggie Price,Hampton,NA,27029,2.75,0,0.0833,0,1.1667,87.2,102.086,2014,6.3,3,0
Josue Salaam,Bethune Cookman,NA,42326,3.88,0.4,0.16,0,1.76,107.8,113.051,2016,6.4,2,0
Andrew Steele,Alabama,NA,4856,3.8333,1.1667,0.1667,0.1667,2.8333,90.4,103.186,2010,6.3,67,0
Marley Biyendolo,Pepperdine,NA,37808,0.5714,0.4286,0.2381,0.0476,0.2857,53.2,97.4091,2015,6.3,233,0
Brycen Bush,Wichita St.,NA,50722,0.75,0,0,0,0.25,49.5,107.183,2018,6.0,426,0
Tyrell Gumbs-Frater,Coastal Carolina,NA,52333,10.0882,0.4706,0.7059,0.0882,1.7941,114.6,108.655,2019,6.3,15,0
Mark McGonigal,Richmond,NA,7641,0,0,0,0,0,0,112.567,2009,6.0,47,0
Lassi Nikkarinen,Montana St.,NA,50456,0.6522,0.5652,0.2609,0,0.5652,93.7,110.889,2018,6.2,1498,0
Anthony Vanhook,Charlotte,NA,43195,7.3793,2.7586,0.8966,0.3448,4.2069,107.6,108.758,2016,6.4,203,0
Keonte Kennedy,Xavier,NA,66522,2,0.5909,0.2727,0,1.4091,83.6,107.391,2019,6.5,199,0
Jesse Berry,Ball St.,NA,18929,12.7778,2.5185,0.6296,0.1481,2.1111,98.8,108.255,2013,6.1,286,0
Alex Peters,Samford,NA,34608,4,0.1765,0.2941,0.2353,2.7059,107.9,119.62,2018,6.8,221,0
Luis Hurtado,UAB,NA,65437,1.3333,1.1111,0.1111,0,0.3333,145.2,106.281,2020,6.6,232,0
Jamel Fuentes,Norfolk St.,NA,20671,5.8065,4.6129,1.0645,0.0323,3,101.6,107.141,2014,6.4,3,0
Wadly Mompremier,Ohio,NA,33339,1.4118,0.1765,0.1176,0.4118,1.0588,78.2,108.932,2015,6.10,194,0
Paris Roberts-Campbell,East Carolina,NA,21987,4.8148,0.9259,0.7778,0.2222,1.2963,94.2,103.367,2012,6.3,8,0
Charlie Lee,Cleveland St.,NA,22909,4.1562,2.25,0.7812,0,1.6562,82.6,95.2999,2012,5.9,203,0
Josh Delaney,Sam Houston St.,NA,33733,5.2069,1.931,0.4138,0.0345,1.4828,103.7,105.622,2016,6.0,143,0
Chris Lykes,Miami FL,NA,51481,15.5,5,2,0.5,4,120,98.6081,2021,5.7,3,0
Jean Michel Yotio,UCF,NA,387,1.1852,0.1481,0.1111,0.1111,1.2222,72,104.23,2009,6.9,28,0
Jacobi Boykins,Louisiana Tech,NA,35061,14.697,1.5152,1,0.3333,4.8485,121,103.336,2018,6.6,93,0
Marcus Relphorde,Colorado,NA,14779,11.0714,2.1071,1.2143,0.2143,4.1071,95.7,106.291,2010,6.7,1635,0
Drew Hanlen,Belmont,NA,10136,6.7742000000000004,3.4839,0.9677,0,2,113.7,99.6202,2010,5.11,192,0
Eric Meister,Holy Cross,NA,1865,5.4516,0.6774,0.4516,0.6774,5.5806,106.3,106.196,2010,6.8,176,0
Stefan Gonzalez,Saint Mary's,NA,43593,3.9118,0.3529,0.2353,0,1.5882,134.7,97.715,2016,6.2,152,0
Carlton Lowe,Grambling St.,NA,38116,2.2,0.04,0.12,0,0.76,112,108.662,2016,6.2,92,0
Gage Bobe,Evansville,NA,70398,0,0.2,0,0,0.6,89,108.904,2020,6.0,117,0
Richard Freudenberg,St. John's,NA,45290,1.3077,0.4615,0.0385,0.0769,1.3077,66.4,111.194,2017,6.9,39,0
Jamin Shumate,Saint Peter's,NA,10997,0.9167,0,0.1667,0,0.8333,52.8,94.8118,2010,6.6,25,0
Kurt Wegscheider,New Mexico,NA,70833,2.4737,0.3684,0.6842,0.0526,2.5789,104.6,105.147,2021,6.4,1577,0
Dan Werner,Florida,NA,1562,8.8889,2.25,1.1667,0.3889,4.8611,108,97.9729,2009,6.7,31,0
Kendrick Nunn,Illinois,NA,46525,11.0606,1.8788,1.1818,0.1818,3.5152,103.5,97.9878,2015,6.3,229,0
Yohanny Dalembert,James Madison,NA,32703,11.3939,1.0606,0.4545,1.1212,5.9697,107.5,104.04,2015,6.8,405,0
Will Cook,Samford,NA,16826,3.5455,0.5455,0.3636,0,2.7273,81.1,108.535,2013,6.4,221,0
Josh Jones,Creighton,NA,13599,0,0,0,0,1,214,109.48,2009,6.2,339,0
Ronrico White,Chattanooga,NA,19464,10.4333,3,1,0,3.4667,101.3,107.566,2013,6.3,204,0
Nick Petkovich,Lafayette,NA,5776,4.3103,0.3448,0.2414,0.2414,2.3793,94.5,106.113,2011,6.5,11,0
Levi Giese,Lafayette,NA,14675,1.3793,0.1724,0.2414,0.4483,0.8621,77.1,105.41,2010,6.9,11,0
Jerrod Patton,Fresno St.,NA,34999,1.3333,0.1111,0.1111,0.1111,0.8889,205.4,109.721,2015,6.7,104,0
Dan Kingma,Washington,NA,36578,2.7,0.1,0.1,0,0.6,127.1,109.915,2015,5.10,29,0
Sean Bairstow,Utah St.,NA,72045,3.72,0.76,0.36,0.12,1.12,94.8,94.7978,2021,6.8,1459,0
New Williams,Auburn,NA,41998,0.8571,0.2381,0.1429,0.0476,0.8095,65.2,109.557,2016,6.2,201,0
Lindsey Drew,Nevada,NA,43138,11.3871,4,1.4194,0.6774,6.5806,109.5,96.611,2020,6.4,1392,0
Arin Dunn,Colorado St.,NA,8564,2.8571,0.7143,0.5714,0,1.4286,105.7,109.302,2009,6.1,1525,0
Lorenzo Bonam,Utah,NA,39516,10.1143,2.9429,0.9143,0.5429,3.1429,113.3,103.429,2016,6.4,1458,0
Jeff Otchere,UT Rio Grande Valley,NA,68155,5.5455,0,0.2727,2.8182,3.7273,93.3,92.189,2021,6.11,28,0
Tyree Appleby,Florida,NA,51703,11.28,3.28,1.52,0.12,3.08,101.7,99.5406,2021,6.1,31,0
Ryan Spangler,Oklahoma,NA,28785,9.5758,1.3636,0.5455,0.9394,9.303,125.2,102.433,2014,6.8,355,0
Rob Cross,Vanderbilt,NA,30152,0,0.5,0,0,1,306.4,112.997,2014,-,173,0
Sam Timmins,Washington,NA,47671,4.2647,0.2353,0.4412,0.9706,4.6471,100.4,100.134,2018,6.11,29,0
Zach Urbanus,The Citadel,NA,1648,10.9,2.5,0.6333,0.0333,2.8333,110.3,105.574,2010,6.2,6,0
Trey Draper,Memphis,NA,17325,0,0,0,0,0,0,109.96,2011,5.10,100,0
Reggie Cameron,Georgetown,NA,46337,5.5625,1.2188,0.1562,0.0938,2.0312,107.6,107.983,2016,6.7,43,0
Darion Atkins,Virginia,NA,19801,2.2593,0.1111,0.4444,0.7037,2.2963,120.8,81.1599,2012,6.8,201,0
Amir Rashid,Central Michigan,NA,14900,5.2,2.28,1.32,0.04,1.72,81.1,99.3744,2010,5.9,240,0
Ollie Jackson,St. Francis PA,NA,20587,7.9231,1.1538,0.9231,0.2692,2.2692,89.5,110.776,2013,6.4,595,0
Cory Pflieger,Rice,NA,1065,4.3333,1.3667,0.4333,0.0667,2.0333,106.2,108.316,2011,6.3,14,0
Frank Ben-Eze,Davidson,NA,6204,1.1154,0.1923,0.1154,0.5,2.2308,89.5,94.8725,2011,6.10,254,0
Jaylen Richard,College of Charleston,NA,66681,4.0625,0.4062,0.5,0.0938,1.375,98.7,104.016,2019,6.4,6,0
Rod Tishman,Florida,NA,13539,0.5714,0.5714,0.1429,0,0.4286,129.6,96.6701,2010,6.5,31,0
Jayden Hardaway,Memphis,NA,65926,2.6429,0.5714,0.3214,0.1429,0.6786,94.9,94.1558,2021,6.5,100,0
Korey Billbury,Oral Roberts,NA,24552,14.4286,2.8571,1.4286,0.2143,7.3571,95.2,103.976,2015,6.3,200,0
Darius Leonard,Campbell,NA,17903,9.8571,1.2143,0.4643,0.3214,4.6429,111.5,113.938,2014,6.9,56,0
Joel Wright,Texas St.,NA,25867,17.8182,1.6667,1.303,0.5455,6.8788,99.7,101.627,2013,6.7,188,0
Ahsante Shivers,Southern,NA,46573,10,1.3,1.5,0.3,3.6,89.6,95.878,2021,6.4,19,0
Josh Davis,Samford,NA,2553,7.2069,0.931,0.8276,0.069,3.1034,95.4,107.23,2011,6.4,221,0
Noah Bramlage,Princeton,NA,42846,2.375,0.625,0.1875,0,0.75,104.3,102.848,2016,6.9,33,0
Sam Iorio,American,NA,50878,14.8571,1.3214,1.3571,0.8929,6.5357,113.1,106.519,2018,6.6,114,0
Jorge Gutierrez,California,NA,6870,5.4667,2.7,0.9333,0.0667,2.9667,101.9,99.354,2010,6.3,93,0
Garrett Lever,Seattle,NA,12004,3.7742,1.7742,2.3871000000000002,0.0645,5.6452,91.7,97.1331,2011,6.0,87,0
Matt Gregory,Notre Dame,NA,33917,0.375,0,0,0,0.25,70.6,111.006,2018,6.8,224,0
Sam Green,Drexel,NA,49025,1.2857,0.4286,0.1429,0,0.8571,121.4,118.805,2019,6.6,21,0
Daniel Peace,Troy,NA,41600,4.4138,3.069,1.3448,0.0345,1.8276,73.5,107.186,2016,6.1,153,0
Kevin Olekaibe,UNLV,NA,16476,10.1515,2.0606,0.7273,0.0606,2.3333,111.3,103.232,2014,6.2,620,0
Ryan Harbour,San Diego,NA,10123,0,0.1429,0,0.1429,0,24.3,105.394,2009,6.4,93,0
Junior Fortunat,Rider,NA,20806,3.3667,0.1667,0.1,0.4,2.3,83,111.372,2014,6.9,25,0
Miles Turner,Portland,NA,67768,0.4,0.4,0,0,0.4,96.7,119.57,2019,6.2,45,0
Stetson Billings,Little Rock,NA,26070,4.2632,1.3158,0.6316,0.2632,2.2632,104.1,104.264,2017,6.5,102,0
Sean Kowal,Northern Illinois,NA,5922,10.5,0.6333,0.7333,0.8333,6.4333,105.6,101.107,2010,6.11,268,0
D.J. Seeley,California,NA,8681,1.9615,0.5,0.3077,0.0385,0.8846,91.5,102.785,2009,6.4,93,0
Jordan Hicks,Loyola Chicago,NA,22427,11.6667,1.5556,0.6667,0.7778,4.6667,126,102.21,2011,6.6,179,0
Matthew Temple,Texas Tech,NA,42697,2.2812,0.375,0.0312,0.1875,1.125,100.5,103.904,2017,6.10,983,0
Chris Baskerville,Central Connecticut,NA,7159,4.92,0.52,0.4,0.2,2.96,107.5,98.9436,2011,6.5,44,0
Kodye Pugh,Stanford,NA,47514,1.0588,0.3529,0.1765,0.0588,0.5294,67.9,107.432,2018,6.8,27,0
Pat Welch,USC Upstate,NA,50713,4.75,0.7812,0.5,0.125,1.125,115.9,113.862,2019,5.11,244,0
Murray Grant,Prairie View A&M,NA,70504,0,0,0,0,0,0,103.926,2020,6.1,85,0
Grady Green,Prairie View A&M,NA,10739,3.1667,0,0.1667,0.5,1.3333,57.1,96.7299,2010,6.6,85,0
Sean Conway,VMI,NA,71400,5.6897,0.6897,0.4828,0.1724,2.8966,103.4,107.282,2020,6.4,318,0
T.J. Taylor,UC Santa Barbara,NA,35188,4.6552,4.2414,0.4828,0,1.6897,102.6,110.764,2013,5.9,13,0
Michael Kennedy,Marquette,NA,71216,0,0.25,0,0,0.25,97.7,109.98,2020,6.6,198,0
John Bohannon,UTEP,NA,16854,11.7419,2.3226,0.4516,1.6774,8.2581,108.7,92.0235,2014,6.11,1440,0
Dazon Ingram,Alabama,NA,40634,7.0625,2.5625,0.5312,0.125,3.7812,102.1,103.059,2019,6.5,67,0
Marcus Graham,UNC Wilmington,NA,18889,0.8571,0.4286,0.1429,0,0.4286,131.7,107.095,2013,6.6,11,0
Travin Thibodeaux,New Orleans,NA,34790,3.6207,0.3448,0.5862,1,4.2069,102.9,103.349,2015,6.8,6,0
Andy Chinn,Evansville,NA,14194,0,0,0,0,0,0,111.76,2011,6.0,117,0
Christopher Smith,Delaware St.,NA,72543,1.6154,0,0.1538,0.3077,1.0769,58.6,110.278,2021,6.8,139,0
Bassey Inameti,Tennessee Tech,NA,5996,3.1613,0.3226,0.2258,0.9355,1.6452,87.3,103.482,2012,6.8,340,0
Brett Stewart,Wagner,NA,15755,0,0,0,0,0.25,0,102.438,2011,6.9,10,0
Darryl Morsell,Maryland,NA,51956,8.4545,1.8485,0.6667,0.4848,3.1212,101.8,101.793,2019,6.5,40,0
Jordan Fouse,Green Bay,NA,27958,12.8235,3.3529,2.1176,1.4118,8.3235,105.3,98.0995,2016,6.7,182,0
Kasey Cunningham,USC,NA,1127,2.75,0.25,0.75,0.5,2.75,82.1,87.9891,2009,6.7,57,0
Dee Mitchell,Oklahoma St.,NA,68387,1.4,0.2,0,0,0.2,166.1,114.923,2019,6.2,286,0
Lemmie Howard,Jackson St.,NA,51482,6.2581,0.7419,0.3548,0.5806,2.871,98.3,100.982,2019,6.7,205,0
Tommie Sykes,Louisiana Monroe,NA,12735,10.75,1.25,1.3214,0.25,6.3571,95.7,107.253,2011,6.4,21,0
Jarrett Givens,Austin Peay,NA,68135,7.2424,0.8788,1.0303,0.2121,3.4545,119.1,103.733,2019,6.5,145,0
Isaiah Reese,Canisius,NA,46971,11.8,4.4,1.65,0.4,5.85,94.2,102.954,2019,6.5,183,0
Jordan Weirick,Southern Utah,NA,14035,4.48,0.92,0.28,0.04,1.92,100.6,109.933,2011,6.4,1770,0
Montel James,Loyola Chicago,NA,34131,12.3571,0.4286,0.8214,1,7.1786,97.7,93.3246,2016,6.7,179,0
Mike Groselle,The Citadel,NA,10573,15.6786,1.6429,1.25,0.5714,7.5714,112,112.503,2013,6.8,6,0
Nate Pierre-Louis,Temple,NA,50794,7.5185,0.5556,0.9259,0.2963,3,105.6,101.494,2018,6.4,27,0
R.J. Eytle-Rock,UMBC,NA,66504,14.3,2.55,0.45,0.05,4.9,104.6,96.6887,2021,6.3,60,0
Deng Adel,Louisville,NA,43475,12.1212,2.1212,0.6061,0.3636,4.4545,111.5,98.6975,2017,6.7,139,0
Jacob Holmen,North Texas,NA,12833,5.9167,0.4167,0.2083,0.0417,2.9167,105.8,106.282,2011,6.8,140,0
Armand Shoon,Florida Gulf Coast,NA,32923,0.1818,0.1818,0.0909,0,0.3636,65,90.417,2015,6.3,6,0
Chris Flemmings,UNC Wilmington,NA,39389,15.8286,2.1714,1.3714,0.6857,5.6,110.2,104.667,2017,6.5,11,0
Joey Miller,Eastern Illinois,NA,27911,10.3704,2.8148,1,0.1481,2.7037,93.6,107.498,2012,6.3,211,0
Martiz Washington,Longwood,NA,4286,9.8519,1.7407,1.0741,0,2,98.1,117.744,2011,6.0,107,0
Matt Preston,USC Upstate,NA,49943,0.2857,0,0,0,0.4286,76.9,106.646,2009,6.7,244,0
Phil Fayne,Illinois St.,NA,47576,15.8788,0.7879,1.0909,1.2121,6.303,110.2,100.437,2019,6.9,244,0
Dion Nesmith,Monmouth,NA,30647,8.0968,2.1935,1.3226,0.0968,2.3226,93.6,103.979,2013,6.0,65,0
Ty Charles,Stephen F. Austin,NA,36308,7.8276,1.6897,1.0345,0.2414,4.5862,101.2,94.1753,2018,6.5,96,0
Terry Nolan Jr.,Bradley,NA,50426,11.2381,3.2857,1.1905,0.3333,3.0476,102.3,102.468,2021,6.4,183,0
Aaric Murray,La Salle,NA,12425,12.2,1.1333,0.7333,2.3333,6.6333,100.6,101.289,2010,6.10,67,0
Ty Lazenby,Oklahoma,NA,51465,0.5769,0.1538,0.1923,0,0.6154,67.8,108.209,2018,6.5,355,0
Nasir Robinson,Pittsburgh,NA,16406,6.6176,1.5588,0.3824,0.3235,5.5588,97.7,97.2831,2010,6.5,328,0
Dallas James,South Carolina St.,NA,74091,1.6923,0.0769,0.0769,0.3846,1,105.7,107.72,2021,7.0,76,0
Jack Bentz,Wyoming,NA,21126,1,0.2632,0.0526,0,0.5263,75.5,102.894,2013,6.1,2205,0
Ted Crass,Arkansas Little Rock,NA,21650,0.2,0,0.0667,0,0,76.2,101.892,2013,5.10,83,0
Justin Simon,St. John's,NA,49070,10.3824,3.1765,1.4706,0.6471,5.0588,97.5,102.439,2019,6.5,39,0
Drake Lamont,Western Michigan,NA,36806,6.8438,1.1562,0.375,0.8125,3.9062,111,109.087,2018,6.10,256,0
Lafayette Rutledge,Nicholls St.,NA,46621,10.9474,0.2632,0.2632,0,1.1053,110.5,120.38,2017,6.0,3,0
Kevin Coble,Northwestern,NA,1435,15.5161,2.4516,1.3226,0.6129,4.7742000000000004,112,98.111,2009,6.8,180,0
Trey Stanton,Rice,NA,8762,8.2812,1.4375,0.25,0.6875,5.0312,96.8,106.622,2009,6.10,14,0
Antonio Green,Eastern Michigan,NA,5815,6.9333,1.7333,0.9,0.1667,2.4,98.5,102.008,2010,6.3,226,0
Lonnie Grayson,Army,NA,52389,7.3214,0.8214,0.9286,0.0357,2.6071,93.9,99.8278,2019,6.0,259,0
Adrian Thomas,Miami FL,NA,899,9.1389,0.8056,0.4167,0.1389,3.7222,114.7,105.552,2011,6.7,3,0
Paschal Chukwu,Syracuse,NA,34802,4.3636,0.2424,0.7273,1.7273,5.3636,121.4,93.7717,2019,7.2,116,0
Marceis Davis,Southern,NA,14961,2.3,0.2,0.1,0.1,0.3,89.6,115.156,2011,6.3,19,0
Dwayne Evans,Saint Louis,NA,16041,8.6667,0.7667,0.6667,0.7,6.4667,101.3,93.3031,2011,6.5,162,0
Jahmel Taylor,Washington,NA,33184,1.4118,0.1176,0.1765,0,0.2353,93.3,108.751,2014,5.10,29,0
Omondi Amoke,Cal St. Fullerton,NA,23030,10.6071,1.25,0.7143,0.8929,9.2857,102.3,99.7599,2012,6.7,75,0
Joey Frenchwood,Montana St.,NA,36180,2.4167,0.875,0.375,0.0833,0.9167,71.2,110.525,2015,6.1,1498,0
Aaron Liberman,Tulane,NA,38387,0.7692,0.1538,0.0769,0.2308,0.3846,112.1,102.585,2015,6.10,0,0
Brandon Price,Western Kentucky,NA,31489,2.0769,0.3846,0.2308,0,0.6923,83.3,104.291,2014,5.9,161,0
Hans Brase,Princeton,NA,24504,11.3103,2.2414,0.7586,0.5862,5.6552,106.2,98.0372,2014,6.8,33,0
Devontae Watson,Temple,NA,25685,2.7297,0.027,0.2432,1,3.2162,96.8,90.5849,2015,6.11,27,0
Dave Singleton,High Point,NA,14544,6.2963,4.8519,1.8148,0.1852,4.4074,78.9,98.2214,2009,6.3,259,0
James Towns,Niagara,NA,49676,9.0606,2.0606,0.5758,0,1.6667,111.3,114.438,2018,5.10,181,0
Jordan Gathers,St. Bonaventure,NA,40207,3.5172,1.8276,0.6552,0.069,1.2414,107.5,108.336,2013,6.3,435,0
Anders Haas,Albany,NA,32028,2.9524,0.2381,0.0476,0,0.5714,102.6,106.413,2014,6.1,115,0
Pat McDerby,Marist,NA,8293,0,0,0,0,0,0,116.71,2011,6.0,27,0
Dee Davis,Xavier,NA,21805,8.1786,3.3571,0.8929,0,1.6786,96.8,101.947,2013,6.0,199,0
Delbert Simpson,Baylor,NA,455,1,0,0.1429,0.2857,1,81,93.521,2009,6.8,122,0
Ronnie Drinnon,St. Francis PA,NA,27556,13.4138,1.6552,0.6552,0.0345,11.069,109.1,103.51,2016,6.7,595,0
Tray Woodall,Pittsburgh,NA,16424,1.4444,1.6667,0.4444,0,1.1111,82.3,95.7913,2009,6.0,328,0
Kyree Jones,Maryland Eastern Shore,NA,25854,13.6364,2.4545,1.1818,0.1818,2.4545,108.8,108.441,2013,6.3,30,0
Jon Doss,St. Francis NY,NA,33899,3.6087,0.4783,0.2609,0.0435,1.7391,95.1,103.28,2016,6.4,10,0
Cheikh N'diaye,Oregon St.,NA,32714,0.8235,0.2353,0.0588,0.1765,0.6471,117.3,108.603,2014,7.0,73,0
Anthony Crump,Middle Tennessee,NA,66252,2.2222,1.2222,0.2222,0,2.4444,48.7,106.839,2019,6.8,191,0
Geoff McCammon,Loyola Chicago,NA,3232,1.7619,0.1429,0.0952,0,0.5238,97.2,106.249,2009,6.4,179,0
Ryan McCoy,Manhattan,NA,23846,0.8621,0.5862,0.3103,0.2759,1.069,55.2,94.5459,2013,6.9,81,0
Drew Spradlin,Elon,NA,9055,4.2593,0.6296,0.3333,0.1111,1.5556,111.2,109.612,2009,6.5,216,0
Anthony Henderson,Bowling Green,NA,21534,8.7576,1.2727,0.9091,0.2424,3.0303,121,100.525,2015,6.1,212,0
Nehemiah Mack,Manhattan,NA,52265,0.2308,0.0769,0.1538,0,0.3846,104.2,97.1819,2021,6.1,81,0
Austin Ramljak,Rice,NA,24123,11.2963,1.2593,0.6296,0.037,2.3704,104.7,110.158,2014,6.3,14,0
Quate McKinzie,Buffalo,NA,48143,4.2353,0.5882,0.4118,0.7059,4.2353,131.6,97.1219,2017,6.8,182,0
Justin Cheek,High Point,NA,15065,2.4091,0.4545,0.4545,0.0909,0.6818,81.6,107.627,2011,6.3,259,0
Darius Hicks,Jackson St.,NA,46265,2.9375,0.5625,0.5625,0.375,3.0625,79.8,91.8629,2021,6.8,205,0
Josh Brown,Towson,NA,11103,10.6,1.7,0.9333,0.0667,1.8667,109.8,117.798,2011,6.1,113,0
Jordan Hulls,Indiana,NA,13974,11.0312,2.9375,0.9062,0.1875,2.25,118.6,107.467,2011,6.0,235,0
Szymon Wojcik,Missouri St.,NA,66358,5.2857,0.2857,0.2857,0.8571,3.3571,78.9,99.8039,2019,6.10,406,0
Carlik Jones,Radford,NA,47580,20.0312,5.4688,1.4062,0.1562,5.125,119.9,102.339,2020,6.1,641,0
Marcel Davis,Utah Valley,NA,26109,8.4,4.1,0.9333,0.1,3.5667,89.6,104.995,2015,6.2,1402,0
Jonathan Moore,Gardner Webb,NA,9059,14,0.9167,1.0417,0.0417,4.2083,98.8,103.799,2011,6.4,261,0
RJ Davis,North Carolina,NA,73790,8.4483,1.931,0.6552,0.069,2.2759,96.4,102.172,2021,6.0,134,0
Aaron Jackson,East Carolina,NA,34890,2.125,0.3333,0.2917,0.0417,2.0833,76.2,110.539,2018,6.6,8,0
Da'Shonte Riley,Eastern Michigan,NA,14421,3.8387,0.7742,1.0323,1.8065,6.0323,87.7,90.5111,2013,7.0,226,0
Grant Gibbs,Gonzaga,NA,14527,1.913,0.7391,0.087,0.0435,1.8696,93.3,99.2899,2010,6.4,582,0
Seth Hinrichs,Lafayette,NA,21811,16.25,1.65,1.15,0.2,6.1,109.4,111.191,2014,6.7,11,0
London Dokubo,Loyola Chicago,NA,20875,0.3333,0.6111,0.1111,0,0.3889,78.1,105.217,2013,6.0,179,0
Chalmers Rogers,USC Upstate,NA,11833,1.5667,0.4333,0.3333,0.1667,1.3667,75.6,107.807,2009,6.7,244,0
Ben Cherry,Charlotte,NA,17843,6.3226,0.7097,0.3226,0,1,125.5,108.583,2014,6.3,203,0
Thomas Kennedy,Detroit,NA,4834,11.4483,1,0.8276,0.3448,4.5172,89.6,102.713,2009,6.7,197,0
Jordan Arroyo,New Mexico,NA,67744,1.4167,0,0.1667,0.25,1.0833,102.6,105.782,2019,6.7,1577,0
Gavin Gibson,Middle Tennessee,NA,27449,0.4167,0.0833,0.1667,0,0.25,74.3,86.372,2013,6.4,191,0
Quantez Robertson,Auburn,NA,1956,6.0571,3.1714,1.5429,0.2571,3.9429,99.2,94.5716,2009,6.3,201,0
Roberts Blumbergs,Grand Canyon,NA,51148,3.1429,0.2857,0.381,0.5714,2.0952,96.2,100.344,2019,6.10,348,0
Derwin Kitchen,Florida St.,NA,7801,10.4118,3.5588,1.6471,0.0882,5.7647,114.5,89.1911,2011,6.4,24,0
Gligorije Rakocevic,Oregon St.,NA,39149,1.5385,0.1154,0.1538,0,1.3846,95.5,105.283,2016,6.11,73,0
